tweets;related;rainfall (mm/30min);Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
11;0;0.0;0.19298245614035087;0.0;0.0;0.0
35;0;0.0;0.6140350877192983;0.0;0.0;0.0
27;0;0.0;0.47368421052631576;0.0;0.0;0.0
2;0;0.0;0.03508771929824561;0.0;0.0;0.0
16;0;0.0;0.2807017543859649;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.017543859649122806;0.0;0.0;0.0
17;0;0.0;0.2982456140350877;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.07017543859649122;0.0;0.0;0.0
4;0;0.0;0.07017543859649122;0.0;0.0;0.0
25;0;0.0;0.43859649122807015;0.0;0.0;0.0
3;0;0.0;0.05263157894736842;0.0;0.0;0.0
22;1;0.0;0.38596491228070173;0.25;0.0;0.0
13;0;0.0;0.22807017543859648;0.0;0.0;0.0
0;0;5.31;0.0;0.0;0.14628099173553719;1.77
13;0;0.0;0.22807017543859648;0.0;0.0;0.0
17;0;0.0;0.2982456140350877;0.0;0.0;0.0
57;0;0.0;1.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.005509641873278238;0.0
7;0;0.2;0.12280701754385964;0.0;0.005509641873278238;0.59
32;0;0.0;0.5614035087719298;0.0;0.0;0.0
16;0;0.0;0.2807017543859649;0.0;0.0;0.0
2;0;0.0;0.03508771929824561;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
26;0;0.0;0.45614035087719296;0.0;0.0;0.0
3;1;0.0;0.05263157894736842;0.25;0.0;0.0
19;0;0.0;0.3333333333333333;0.0;0.0;0.0
34;0;0.0;0.5964912280701754;0.0;0.0;0.0
17;0;0.0;0.2982456140350877;0.0;0.0;0.0
17;0;0.0;0.2982456140350877;0.0;0.0;0.0
0;0;1.77;0.0;0.0;0.0487603305785124;0.6
30;0;0.0;0.5263157894736842;0.0;0.0;0.0
7;0;0.0;0.12280701754385964;0.0;0.0;0.0
15;0;0.0;0.2631578947368421;0.0;0.0;0.0
12;0;0.0;0.21052631578947367;0.0;0.0;0.0
6;0;0.0;0.10526315789473684;0.0;0.0;0.0
11;0;0.0;0.19298245614035087;0.0;0.0;0.0
15;0;0.39;0.2631578947368421;0.0;0.010743801652892564;0.0
1;0;0.0;0.017543859649122806;0.0;0.0;0.0
4;0;0.0;0.07017543859649122;0.0;0.0;0.0
20;0;0.2;0.3508771929824561;0.0;0.005509641873278238;0.0
31;0;0.0;0.543859649122807;0.0;0.0;0.0
9;0;0.0;0.15789473684210525;0.0;0.0;0.0
11;0;0.0;0.19298245614035087;0.0;0.0;0.0
4;0;0.0;0.07017543859649122;0.0;0.0;0.2
20;0;0.0;0.3508771929824561;0.0;0.0;0.0
11;0;0.0;0.19298245614035087;0.0;0.0;0.0
15;0;0.0;0.2631578947368421;0.0;0.0;0.0
15;0;0.0;0.2631578947368421;0.0;0.0;0.0
25;0;0.0;0.43859649122807015;0.0;0.0;0.0
5;0;0.0;0.08771929824561403;0.0;0.0;0.0
3;0;1.57;0.05263157894736842;0.0;0.043250688705234165;0.59
15;0;0.0;0.2631578947368421;0.0;0.0;0.0
17;0;0.0;0.2982456140350877;0.0;0.0;0.0
23;0;0.0;0.40350877192982454;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
13;0;0.0;0.22807017543859648;0.0;0.0;0.0
10;0;0.0;0.17543859649122806;0.0;0.0;0.0
50;0;0.0;0.8771929824561403;0.0;0.0;0.0
1;0;0.0;0.017543859649122806;0.0;0.0;0.0
35;0;0.0;0.6140350877192983;0.0;0.0;0.0
21;0;0.0;0.3684210526315789;0.0;0.0;0.0
2;0;0.0;0.03508771929824561;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
35;0;0.0;0.6140350877192983;0.0;0.0;0.0
4;0;0.0;0.07017543859649122;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.4
2;0;0.0;0.03508771929824561;0.0;0.0;0.0
3;0;0.0;0.05263157894736842;0.0;0.0;0.0
1;0;0.2;0.017543859649122806;0.0;0.005509641873278238;0.2
23;0;0.0;0.40350877192982454;0.0;0.0;0.0
