tweets;related;rainfall (mm/30min);Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;1.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.15384615384615385;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.2
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
7;0;0.0;0.2692307692307692;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
6;0;0.0;0.23076923076923078;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
4;0;0.0;0.15384615384615385;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.2;0.0;0.0;1.0;0.0
4;0;0.0;0.15384615384615385;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;1.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
2;0;0.2;0.07692307692307693;0.0;1.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
7;0;0.0;0.2692307692307692;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.2
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
1;0;0.2;0.038461538461538464;0.0;1.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
4;0;0.0;0.15384615384615385;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
6;0;0.0;0.23076923076923078;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
3;0;0.2;0.11538461538461539;0.0;1.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
7;0;0.0;0.2692307692307692;0.0;0.0;0.0
6;0;0.0;0.23076923076923078;0.0;0.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
4;0;0.0;0.15384615384615385;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
4;0;0.0;0.15384615384615385;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
4;2;0.0;0.15384615384615385;1.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
9;0;0.0;0.34615384615384615;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.15384615384615385;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.2
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
8;0;0.0;0.3076923076923077;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
8;0;0.0;0.3076923076923077;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.2
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
4;0;0.0;0.15384615384615385;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
6;0;0.0;0.23076923076923078;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.2
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
7;0;0.0;0.2692307692307692;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;1.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
9;0;0.0;0.34615384615384615;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
7;0;0.0;0.2692307692307692;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
6;0;0.0;0.23076923076923078;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.2;0.07692307692307693;0.0;1.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.07692307692307693;0.0;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
2;1;0.0;0.07692307692307693;0.5;0.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
5;0;0.0;0.19230769230769232;0.0;0.0;0.0
3;0;0.0;0.11538461538461539;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
7;0;0.2;0.2692307692307692;0.0;1.0;0.0
1;0;0.0;0.038461538461538464;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
