tweets;related;rainfall (mm/30min);Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
7;0;0.0;0.2;0.0;0.0;0.0
14;0;0.0;0.4;0.0;0.0;0.0
16;0;0.0;0.45714285714285713;0.0;0.0;0.0
2;0;0.2;0.05714285714285714;0.0;0.09259259259259259;0.2
17;0;0.2;0.4857142857142857;0.0;0.09259259259259259;0.0
1;0;0.0;0.02857142857142857;0.0;0.0;0.0
9;0;0.0;0.2571428571428571;0.0;0.0;0.0
19;0;0.0;0.5428571428571428;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.09259259259259259;0.2
0;0;0.2;0.0;0.0;0.09259259259259259;0.2
0;0;0.6;0.0;0.0;0.27777777777777773;0.4
10;0;0.0;0.2857142857142857;0.0;0.0;0.0
2;0;0.4;0.05714285714285714;0.0;0.18518518518518517;0.2
10;0;0.0;0.2857142857142857;0.0;0.0;0.0
16;0;0.0;0.45714285714285713;0.0;0.0;0.0
0;0;0.4;0.0;0.0;0.18518518518518517;0.2
13;0;0.0;0.37142857142857144;0.0;0.0;0.0
4;0;0.2;0.11428571428571428;0.0;0.09259259259259259;0.2
27;0;0.0;0.7714285714285715;0.0;0.0;0.0
0;0;0.4;0.0;0.0;0.18518518518518517;0.4
1;0;0.6;0.02857142857142857;0.0;0.27777777777777773;0.6
19;0;0.0;0.5428571428571428;0.0;0.0;0.0
5;0;0.0;0.14285714285714285;0.0;0.0;0.0
2;0;0.0;0.05714285714285714;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
7;0;0.0;0.2;0.0;0.0;0.0
6;0;0.0;0.17142857142857143;0.0;0.0;0.0
8;0;0.0;0.22857142857142856;0.0;0.0;0.0
17;0;0.0;0.4857142857142857;0.0;0.0;0.0
8;0;0.0;0.22857142857142856;0.0;0.0;0.0
13;0;0.0;0.37142857142857144;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.09259259259259259;0.4
16;0;0.0;0.45714285714285713;0.0;0.0;0.0
6;0;0.0;0.17142857142857143;0.0;0.0;0.0
6;0;0.79;0.17142857142857143;0.0;0.36574074074074076;0.6
0;0;0.0;0.0;0.0;0.0;0.0
8;0;0.0;0.22857142857142856;0.0;0.0;0.0
