tweets;related;rainfall (mm/30min);Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
21;0;0.0;0.5121951219512195;0.0;0.0;0.0
13;0;0.0;0.3170731707317073;0.0;0.0;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
28;0;0.0;0.6829268292682927;0.0;0.0;0.0
1;0;0.0;0.024390243902439025;0.0;0.0;0.0
5;0;0.0;0.12195121951219512;0.0;0.0;0.0
2;0;0.0;0.04878048780487805;0.0;0.0;0.0
4;0;0.0;0.0975609756097561;0.0;0.0;0.0
13;0;0.0;0.3170731707317073;0.0;0.0;0.0
17;0;0.0;0.4146341463414634;0.0;0.0;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
9;0;4.37;0.21951219512195122;0.0;0.21915747241725175;2.75
27;0;0.0;0.6585365853658537;0.0;0.0;0.0
11;0;0.0;0.2682926829268293;0.0;0.0;0.0
3;0;0.0;0.07317073170731707;0.0;0.0;0.0
24;0;2.37;0.5853658536585366;0.0;0.11885656970912738;2.17
7;0;0.0;0.17073170731707318;0.0;0.0;0.0
23;0;0.0;0.5609756097560976;0.0;0.0;0.0
24;0;0.0;0.5853658536585366;0.0;0.0;0.0
19;0;0.0;0.4634146341463415;0.0;0.0;0.0
16;0;0.0;0.3902439024390244;0.0;0.0;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
16;0;0.0;0.3902439024390244;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
11;0;0.0;0.2682926829268293;0.0;0.0;0.0
26;0;0.0;0.6341463414634146;0.0;0.0;0.0
7;0;0.0;0.17073170731707318;0.0;0.0;0.0
2;0;0.0;0.04878048780487805;0.0;0.0;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
18;0;0.0;0.43902439024390244;0.0;0.0;0.0
2;0;0.0;0.04878048780487805;0.0;0.0;0.0
17;0;0.0;0.4146341463414634;0.0;0.0;0.0
14;0;0.0;0.34146341463414637;0.0;0.0;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
0;0;0.4;0.0;0.0;0.020060180541624874;0.4
4;0;0.0;0.0975609756097561;0.0;0.0;0.39
15;0;0.0;0.36585365853658536;0.0;0.0;0.0
7;0;0.0;0.17073170731707318;0.0;0.0;0.0
17;0;0.0;0.4146341463414634;0.0;0.0;0.0
10;0;0.0;0.24390243902439024;0.0;0.0;0.0
17;0;0.0;0.4146341463414634;0.0;0.0;0.0
1;0;0.0;0.024390243902439025;0.0;0.0;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
15;0;0.0;0.36585365853658536;0.0;0.0;0.0
21;0;0.0;0.5121951219512195;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
17;0;0.0;0.4146341463414634;0.0;0.0;0.0
28;0;0.0;0.6829268292682927;0.0;0.0;0.0
9;0;0.0;0.21951219512195122;0.0;0.0;0.0
9;0;0.0;0.21951219512195122;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
10;0;0.0;0.24390243902439024;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
21;0;0.0;0.5121951219512195;0.0;0.0;0.0
15;0;0.0;0.36585365853658536;0.0;0.0;0.0
14;1;0.0;0.34146341463414637;0.5;0.0;0.0
25;0;0.0;0.6097560975609756;0.0;0.0;0.0
17;0;0.0;0.4146341463414634;0.0;0.0;0.0
13;0;0.0;0.3170731707317073;0.0;0.0;0.0
10;0;0.0;0.24390243902439024;0.0;0.0;0.0
21;0;0.2;0.5121951219512195;0.0;0.010030090270812437;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
27;0;0.0;0.6585365853658537;0.0;0.0;0.0
2;0;0.0;0.04878048780487805;0.0;0.0;0.0
15;0;0.0;0.36585365853658536;0.0;0.0;0.0
1;0;0.0;0.024390243902439025;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.010030090270812437;0.0
18;0;0.0;0.43902439024390244;0.0;0.0;0.0
4;0;0.0;0.0975609756097561;0.0;0.0;0.0
17;0;0.0;0.4146341463414634;0.0;0.0;0.0
1;0;0.0;0.024390243902439025;0.0;0.0;0.0
2;0;0.0;0.04878048780487805;0.0;0.0;0.0
2;0;0.0;0.04878048780487805;0.0;0.0;0.0
14;0;0.0;0.34146341463414637;0.0;0.0;0.0
15;0;0.0;0.36585365853658536;0.0;0.0;0.0
15;0;0.0;0.36585365853658536;0.0;0.0;0.0
7;0;2.17;0.17073170731707318;0.0;0.10882647943831493;0.79
11;0;0.0;0.2682926829268293;0.0;0.0;0.0
21;1;0.0;0.5121951219512195;0.5;0.0;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
12;0;0.0;0.2926829268292683;0.0;0.0;0.0
