tweets;related;rainfall class;Normalized tweets;Normalized related;Normalized rainfall class;Next batch rainfall class
3;0;0.0;0.07692307692307693;0.0;0.0;0
10;0;0.0;0.2564102564102564;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
5;0;0.2;0.1282051282051282;0.0;0.004814636494944632;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.2;0.0;0.0;0.004814636494944632;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
1;0;0.2;0.02564102564102564;0.0;0.004814636494944632;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
0;0;0.2;0.0;0.0;0.004814636494944632;0
0;0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
1;0;0.4;0.02564102564102564;0.0;0.009629272989889264;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
13;0;0.0;0.3333333333333333;0.0;0.0;0
5;0;0.2;0.1282051282051282;0.0;0.004814636494944632;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
12;0;0.0;0.3076923076923077;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
4;1;0.0;0.10256410256410256;0.5;0.0;0
0;0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
8;0;0.0;0.20512820512820512;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
10;0;0.0;0.2564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
22;0;0.0;0.5641025641025641;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
1;0;0.2;0.02564102564102564;0.0;0.004814636494944632;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
10;0;0.0;0.2564102564102564;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
2;0;0.2;0.05128205128205128;0.0;0.004814636494944632;0
2;0;0.2;0.05128205128205128;0.0;0.004814636494944632;0
0;0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
8;0;0.0;0.20512820512820512;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
11;0;0.0;0.28205128205128205;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
2;0;1.97;0.05128205128205128;0.0;0.04742416947520462;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
10;0;0.0;0.2564102564102564;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
9;0;0.0;0.23076923076923078;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
10;0;0.0;0.2564102564102564;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
9;0;0.0;0.23076923076923078;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
1;0;0.4;0.02564102564102564;0.0;0.009629272989889264;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
11;0;0.0;0.28205128205128205;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
12;0;0.0;0.3076923076923077;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
5;0;0.2;0.1282051282051282;0.0;0.004814636494944632;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.99;0.0;0.0;0.02383245064997593;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
10;0;0.0;0.2564102564102564;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
7;0;0.39;0.1794871794871795;0.0;0.009388541165142032;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
2;0;0.2;0.05128205128205128;0.0;0.004814636494944632;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.98;0.0;0.0;0.023591718825228696;0
0;0;0.6;0.0;0.0;0.014443909484833895;0
0;0;0.59;0.0;0.0;0.014203177660086663;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
0;0;4.52;0.0;0.0;0.10881078478574867;1
10;0;0.0;0.2564102564102564;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
8;0;0.0;0.20512820512820512;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
9;0;1.37;0.23076923076923078;0.0;0.03298025999037073;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
2;0;0.79;0.05128205128205128;0.0;0.019017814155031298;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
3;0;41.54;0.07692307692307693;0.0;1.0;1
4;0;0.0;0.10256410256410256;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
1;0;1.97;0.02564102564102564;0.0;0.04742416947520462;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
4;0;9.44;0.10256410256410256;0.0;0.2272508425613866;0
0;0;0.0;0.0;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
3;0;0.0;0.07692307692307693;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
14;0;0.0;0.358974358974359;0.0;0.0;0
13;0;1.18;0.3333333333333333;0.0;0.028406355320173327;0
2;0;0.99;0.05128205128205128;0.0;0.02383245064997593;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
5;0;0.0;0.1282051282051282;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
7;0;0.0;0.1794871794871795;0.0;0.0;0
5;0;0.2;0.1282051282051282;0.0;0.004814636494944632;0
4;0;0.0;0.10256410256410256;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
4;0;0.2;0.10256410256410256;0.0;0.004814636494944632;0
9;0;0.0;0.23076923076923078;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
2;0;0.0;0.05128205128205128;0.0;0.0;0
1;0;0.0;0.02564102564102564;0.0;0.0;0
10;0;0.0;0.2564102564102564;0.0;0.0;0
9;0;0.0;0.23076923076923078;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0
6;0;0.0;0.15384615384615385;0.0;0.0;0
2;0;0.39;0.05128205128205128;0.0;0.009388541165142032;0
0;0;0.2;0.0;0.0;0.004814636494944632;0
